experiment,base_name,ROI,channel,spot_count
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,26,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,27,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,28,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,29,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,30,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,31,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,32,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,33,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,34,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,35,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,36,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,37,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,38,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,39,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,40,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,41,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,42,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,43,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,44,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,45,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,46,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,47,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,48,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,49,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,50,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,51,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,52,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,53,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,54,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,55,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,56,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,57,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,58,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,59,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,60,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_000_MIP,61,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,1,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,2,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,3,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,4,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,5,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,6,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,7,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,8,2,8
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,9,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,10,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,11,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,12,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,13,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,14,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,15,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,16,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,17,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,18,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,19,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,20,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,21,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,22,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,23,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,24,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,25,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,26,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,27,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,28,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,29,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,30,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,31,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,32,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,33,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,34,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,35,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,36,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,37,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,38,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,39,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,40,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,41,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,42,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,43,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,44,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,45,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,46,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,47,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,48,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,49,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,50,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,51,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,52,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,53,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,54,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-000_004_MIP,55,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,1,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,2,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,3,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,4,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,5,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,6,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,7,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,8,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,9,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,10,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,11,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,12,2,13
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,13,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,14,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,15,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,16,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,17,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,18,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,19,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,20,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,21,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,22,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,23,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,24,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,25,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,26,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,27,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,28,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,29,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,30,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,31,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,32,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,33,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,34,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,35,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,36,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,37,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,38,2,8
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,39,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,40,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,41,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,42,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,43,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,44,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,45,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,46,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,47,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,48,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,49,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,50,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,51,2,12
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,52,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,53,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,54,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,55,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,56,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,57,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,58,2,11
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,59,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,60,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,61,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,62,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,63,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,64,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,65,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,66,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,67,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,68,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,69,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,70,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,71,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,72,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,73,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,74,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,75,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,76,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,77,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,78,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,79,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,80,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,81,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,82,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,83,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,84,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,85,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,86,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,87,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-004_002_MIP,88,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,1,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,2,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,3,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,4,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,5,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,6,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,7,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,8,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,9,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,10,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,11,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,12,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,13,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,14,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,15,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,16,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,17,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,18,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,19,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,20,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,21,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,22,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,23,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,24,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,25,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,26,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,27,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,28,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,29,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,30,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,31,2,5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,32,2,6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,33,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,34,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,35,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,36,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,37,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,38,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,39,2,4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,40,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,41,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,42,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,43,2,7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,44,2,0
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,45,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,46,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,47,2,3
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,48,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,49,2,1
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,50,2,2
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_drug_3_MMStack_Pos-2-003_004_MIP,51,2,6
